name,reviewCount,rating,published,title,content,brand,contentclean,sscore,gender,ts,year,month,weekday
Brian Petersen,1.0,45,2019-09-11,Købte en bærbar,"Købte en bærbar. Udmærket, men den kom installeret med Norsk sprog. Ikke noget problem, bortset fra det tog lidt ekstra tid med opsætning osv. Ellers fint nok. Det spændende er altid hvordan man behandles ved en eventuel reklamation, hvilket jeg dog forhåbentlig ikke får brug for.Har handlet her før, men foretrækker absolut nethandlen, i stedet for butikken.",Elgiganten,"Købte en bærbar. Udmærket, men den kom installeret med Norsk sprog. Ikke noget problem, bortset fra det tog lidt ekstra tid med opsætning osv. Ellers fint nok. Det spændende er altid hvordan man behandles ved en eventuel reklamation, hvilket jeg dog forhåbentlig ikke får brug for.Har handlet her før, men foretrækker absolut nethandlen, i stedet for butikken.",1.2644736842105269,M,2019-09-11,2019,9,2
preben Lietmann,14.0,25,2021-07-17,Efter at have afsluttet et køb i…,"Efter at have afsluttet et køb i Gentofte, med aftale om at hente varen i Tåstrup, viser det sig, at at varen imellemtiden er solgt i Tåstrup, blot fordi vedkommende ekspedient i Gentofte, havde glemt at sætte varen, som afhenter i Tåstrup.",Elgiganten,"Efter at have afsluttet et køb i Gentofte, med aftale om at hente varen i Tåstrup, viser det sig, at at varen imellemtiden er solgt i Tåstrup, blot fordi vedkommende ekspedient i Gentofte, havde glemt at sætte varen, som afhenter i Tåstrup.",-0.039682539682540305,M,2021-07-17,2021,7,5
Henrik Korup,1.0,15,2020-10-30,"Manglende tilbagebetaling af ""ikke eksisterende vare""","Onsdag d 14.10 kontakter jeg Elgiganten pr tlf for at bestille det ene samsung ur, jeg kan se der er tilbage på jeres lager. Jeg bliver lovet uret  - som forefindes i Hillerød afd. - og betaler det.Søndag d 18.10 kontakter elgiganten mig og fortæller at det ur jeg har bestilt og betalt ikke findes i deres lagersystem af uvisse årsager....Jeg aftaler at kontakte kundeservice dagen efter for at få pengene tilbage.i perioden mandag 19.10 til og med idag 30.10, retter jeg henvendelse 7-8 gange for at få mine penge retur. Kundeservice siger hver gang at de skal have fat i Hillerød afd der skal annulere ordren for at pengene kan sendes og hver gang oplyser de mig om at det sker via en tilbagemelding til mig samme dag. Vi har nu den 30.10 og jeg er IKKE blevet kontaktet en eneste gang og mine 2500 kr er stadig ikke på min konto ??",Elgiganten,"Onsdag d 14.10 kontakter jeg  pr tlf for at bestille det ene samsung ur, jeg kan se der er tilbage på jeres lager. Jeg bliver lovet uret  - som forefindes i Hillerød afd. - og betaler det.Søndag d 18.10 kontakter  mig og fortæller at det ur jeg har bestilt og betalt ikke findes i deres lagersystem af uvisse årsager....Jeg aftaler at kontakte kundeservice dagen efter for at få pengene tilbage.i perioden mandag 19.10 til og med idag 30.10, retter jeg henvendelse 7-8 gange for at få mine penge retur. Kundeservice siger hver gang at de skal have fat i Hillerød afd der skal annulere ordren for at pengene kan sendes og hver gang oplyser de mig om at det sker via en tilbagemelding til mig samme dag. Vi har nu den 30.10 og jeg er IKKE blevet kontaktet en eneste gang og mine 2500 kr er stadig ikke på min konto ??",0.29384920634920597,M,2020-10-30,2020,10,4
Birgitte Dolmer,16.0,35,2021-02-27,Kassen jeg modtog varen i har stået i…,Kassen jeg modtog varen i har stået i en sø af hvid maling,Elgiganten,Kassen jeg modtog varen i har stået i en sø af hvid maling,-0.29166666666666696,F,2021-02-27,2021,2,5
diana larsn,32.0,55,2021-08-14,Hurtigt betjening,Dato for oplevelse: 14. august 2021,Elgiganten,Dato for oplevelse: 14. august 2021,0.666666666666667,Ukendt,2021-08-14,2021,8,5
Betina,5.0,15,2020-08-10,Du skal aldrig handle med El-giganten,"Du skal aldrig handle med El-giganten, hvis du køber et produkt, der kunne tænkes at skulle reklameres.  Købt en Miele støvsuger, der efter 3 måneder står af.  Hele deres kundeservice set-up er baseret på robotter.  Og deres menu-knapper viderestiller så til Miele, som helt desperat siger, at de ikke har noget med El-Gigantens reklamationsprocesser at gøre, og at de er ved at være ret trætte af, at få deres kald viderestillet.  Skidt service!",Elgiganten,"Du skal aldrig handle med El-giganten, hvis du køber et produkt, der kunne tænkes at skulle reklameres.  Købt en Miele støvsuger, der efter 3 måneder står af.  Hele deres kundeservice set-up er baseret på robotter.  Og deres menu-knapper viderestiller så til Miele, som helt desperat siger, at de ikke har noget med El-Gigantens reklamationsprocesser at gøre, og at de er ved at være ret trætte af, at få deres kald viderestillet.  Skidt service!",-0.013650140977443728,F,2020-08-10,2020,8,0
Tim Jensen,3.0,55,2019-09-13,Super service og hurtig levering.,Dato for oplevelse: 13. september 2019,Elgiganten,Dato for oplevelse: 13. september 2019,0.5,M,2019-09-13,2019,9,4
Morten,4.0,15,2020-01-09,Ingen levering endnu,"Hej, jeg har endnu ikke fået min film, selvom jeg har rykket og fået advide at den ville blive leveret næste hverdag (igår).Mvh Tina",Elgiganten,"Hej, jeg har endnu ikke fået min film, selvom jeg har rykket og fået advide at den ville blive leveret næste hverdag (igår).Mvh Tina",0.3124999999999992,M,2020-01-09,2020,1,3
Jette Sørensen,10.0,55,2019-11-22,Super service,Hurtig levering,Elgiganten,Hurtig levering,1.1666666666666665,F,2019-11-22,2019,11,4
Gamze Yalan,2.0,15,2021-06-23,Jeg er VIRKELIG skuffet over…,"Jeg er VIRKELIG skuffet over Elgigantens kundeservice!! Jeg bliver smidt rundt frem og tilbage. Den ene medarbejder siger det ene, mens den anden siger det tredje. Havde købt en Lenovo bærbar og den viser sig at være defekt. Det skal lige siges, at alle dem jeg kender har ligeledes samme problem med den SAMME bærbar! Jeg får sendt den til reparation og får den tilbage efter 2 mdr!! Fik at vide at jeg havde 2 års byttegaranti på den nye del. Det viser sig at min bærbars tastatur er blevet værre end før. Derfor får jeg den reklameret igen, men nu siger de at min reklamationsret er udløbet, men de sagde jeg havde to års byttegaranti på den nye del!? Værkstedet giver mig et pristilbud på 5682 kr og mener at fejlene ikke er fejlbehæftet. Det forstår jeg simpelthen ikke. Tilbuddet er dyrere end bærbareren og jo de er fejlbehæftet!Kæft hvor er jeg skuffet og sur!! I suger sgu energien ud af en, fordi i ikke har styr på noget og snakker på tværs af hinanden. Vil gerne kontaktes!",Elgiganten,"Jeg er VIRKELIG skuffet over Elgigantens kundeservice!! Jeg bliver smidt rundt frem og tilbage. Den ene medarbejder siger det ene, mens den anden siger det tredje. Havde købt en Lenovo bærbar og den viser sig at være defekt. Det skal lige siges, at alle dem jeg kender har ligeledes samme problem med den SAMME bærbar! Jeg får sendt den til reparation og får den tilbage efter 2 mdr!! Fik at vide at jeg havde 2 års byttegaranti på den nye del. Det viser sig at min bærbars tastatur er blevet værre end før. Derfor får jeg den reklameret igen, men nu siger de at min reklamationsret er udløbet, men de sagde jeg havde to års byttegaranti på den nye del!? Værkstedet giver mig et pristilbud på 5682 kr og mener at fejlene ikke er fejlbehæftet. Det forstår jeg simpelthen ikke. Tilbuddet er dyrere end bærbareren og jo de er fejlbehæftet!Kæft hvor er jeg skuffet og sur!! I suger sgu energien ud af en, fordi i ikke har styr på noget og snakker på tværs af hinanden. Vil gerne kontaktes!",-0.8483579942724884,Ukendt,2021-06-23,2021,6,2
Rasmus Pedersen,9.0,55,2021-02-23,Hurtigt og nemt med click and collect,Hurtigt og nemt med click and collect. Høfligt personale,Elgiganten,Hurtigt og nemt med click and collect. Høfligt personale,2.5,M,2021-02-23,2021,2,1
Maja True,33.0,15,2020-04-21,Elendig kundeservice,"Vi købte i sommer en iphone 6s og betalte 500,- for opsætning mv. Der har kun været problemer med telefonen lige fra start, den fryser, sletter kontakter og alle mulige andre fejl. Elgiganten NÆGTER at kigge på den, de siger det ikke er deres ansvar, at det er softwaren den er galt med. Så vi har en ubrugelig meget dyr telefon, som ingen vil tage ansvar for.Tilføjelse, præcisering: Vi har været omkring varehuset i Herning, hvor de ikke vil hjælpe, derfor denne klage/dårlige oplevelse. De affejer problemet med, at det må være softwaren og vil ikke sende den ind.",Elgiganten,"Vi købte i sommer en iphone 6s og betalte 500,- for opsætning mv. Der har kun været problemer med telefonen lige fra start, den fryser, sletter kontakter og alle mulige andre fejl.  NÆGTER at kigge på den, de siger det ikke er deres ansvar, at det er softwaren den er galt med. Så vi har en ubrugelig meget dyr telefon, som ingen vil tage ansvar for.Tilføjelse, præcisering: Vi har været omkring varehuset i Herning, hvor de ikke vil hjælpe, derfor denne klage/dårlige oplevelse. De affejer problemet med, at det må være softwaren og vil ikke sende den ind.",-0.8834212962962966,F,2020-04-21,2020,4,1
Rasmus,4.0,25,2021-07-19,Lyver om lagerstatus og udsætter levering gang på gang.,"Udmærket købsoplevelse på hjemmesiden som altid.Det var en fornøjelse at se at vores ønskede produkt (Samsung ""The Frame"" 2021 50"") var på lager når ingen andre kan levere. Sågar 100+ på lager ifølge hjemmesiden. Men, I kan jo heller ikke levere. Vi har efter bestilling fået 2 sms'er med besked på udsættelse. Først fra d. 19/7 til d. 26/7. Nu fra d. 26/7 til d. 2/8. Vi er klar over at i sikkert også sender en sms inden august hvor der står at i heller ikke kan levere der. Der står fortsat på jeres hjemmeside at I har 100+ på lager online. Enten lyver I om det tal, eller også orker I ikke at sende dem ud. ;)",Elgiganten,"Udmærket købsoplevelse på hjemmesiden som altid.Det var en fornøjelse at se at vores ønskede produkt (Samsung ""The Frame"" 2021 50"") var på lager når ingen andre kan levere. Sågar 100+ på lager ifølge hjemmesiden. Men, I kan jo heller ikke levere. Vi har efter bestilling fået 2 sms'er med besked på udsættelse. Først fra d. 19/7 til d. 26/7. Nu fra d. 26/7 til d. 2/8. Vi er klar over at i sikkert også sender en sms inden august hvor der står at i heller ikke kan levere der. Der står fortsat på jeres hjemmeside at I har 100+ på lager online. Enten lyver I om det tal, eller også orker I ikke at sende dem ud. ;)",0.10599415204678388,M,2021-07-19,2021,7,0
Mikkel Nielsen,1.0,15,2021-02-22,Virkeligt dårligt,"Virkeligt dårligt. Min pakke kom forsendt, og da vi prøvede at ringe til kundeservice, fik vi af vide at vi intet kunne gøre, fordi det ikke var en del af deres hjemmeside, selvom det blev købt på deres side",Elgiganten,"Virkeligt dårligt. Min pakke kom forsendt, og da vi prøvede at ringe til kundeservice, fik vi af vide at vi intet kunne gøre, fordi det ikke var en del af deres hjemmeside, selvom det blev købt på deres side",-0.24666666666666667,M,2021-02-22,2021,2,0
Per Kjøller,5.0,15,2021-01-25,Levering!,"Nu er der gået en uge siden de lovede at kommer med køle- og fryseskab. Når man ringer til dem, kommer man i telefonkøen som nummer 82!!! Utroligt.Per",Elgiganten,"Nu er der gået en uge siden de lovede at kommer med køle- og fryseskab. Når man ringer til dem, kommer man i telefonkøen som nummer 82!!! Utroligt.Per",-0.5131821824999995,M,2021-01-25,2021,1,0
Christian Drejø Jensen,2.0,45,2020-03-11,Jeg bestilte en HP Omen på deres outlet…,"Jeg bestilte en HP Omen på deres outlet der var sat ned fra 14.000kr til 6.000. Jeg fik aldrig en melding om hvornår den blev sendt af sted eller forventet ankomst og skulle lande i en Bring pakkeboks. 4-5 hverdage senere får jeg uventet en SMS om at min pakke er ankommet, men der ikke var plads i boksen, så jeg skulle afhente den et andet sted og have ID med. Man kunne ikke bestille til privat adresse eller firma adressen, hvilket er lidt en skam. Da jeg bestilte varen stod der at den var i original indpakning, men den var i en papkasse med strømforsyning og ikke andet.Der er mange ting der kunne gøres bedre og jeg var lidt bekymret omkring hvor langt den var, men produktet jeg har modtaget var sat ned med 8.000kr, så jeg er yderst tilfreds med hvad jeg har fået og computeren virker rigtigt godt indtil videre.",Elgiganten,"Jeg bestilte en HP Omen på deres outlet der var sat ned fra 14.000kr til 6.000. Jeg fik aldrig en melding om hvornår den blev sendt af sted eller forventet ankomst og skulle lande i en Bring pakkeboks. 4-5 hverdage senere får jeg uventet en SMS om at min pakke er ankommet, men der ikke var plads i boksen, så jeg skulle afhente den et andet sted og have ID med. Man kunne ikke bestille til privat adresse eller firma adressen, hvilket er lidt en skam. Da jeg bestilte varen stod der at den var i original indpakning, men den var i en papkasse med strømforsyning og ikke andet.Der er mange ting der kunne gøres bedre og jeg var lidt bekymret omkring hvor langt den var, men produktet jeg har modtaget var sat ned med 8.000kr, så jeg er yderst tilfreds med hvad jeg har fået og computeren virker rigtigt godt indtil videre.",0.35194444444444445,M,2020-03-11,2020,3,2
Linda,71.0,55,2020-05-18,Utrolige service minded og hjælpsomme,Utrolige service minded og hjælpsomme. Har leveret kvalitetsprodukt i form af Electrolux vaskemaskine.,Elgiganten,Utrolige service minded og hjælpsomme. Har leveret kvalitetsprodukt i form af Electrolux vaskemaskine.,1.5708333333333317,F,2020-05-18,2020,5,0
Erik Jensen,82.0,55,2020-08-25,Levering som lovet.,"Bestilte en vare den 13/8 - fik besked omkring forventet levering den 18/8, men den var til afhentning i Nærboks den 17/8. Måske også pga. Bring.",Elgiganten,"Bestilte en vare den 13/8 - fik besked omkring forventet levering den 18/8, men den var til afhentning i Nærboks den 17/8. Måske også pga. Bring.",0.45833333333333337,M,2020-08-25,2020,8,1
Marianne,5.0,15,2019-12-12,I yder da simpelthen den ringeste…,"I yder da simpelthen den ringeste service der findes..!!!Efter at have talt med jer i telefon 3 gange og 1 gang med personalet på Trianglen, har jeg reserveret et Steel Series Apex M750 ifølge aftale med jeres personale. Selv om det ligger til afhentning/reservation i 48 timer i MIT navn og MIT telefonnummer, har i valgt at udlevere det til en anden kunde da vi dukker op for at hente det ( 80 km kørsel hver vej - for i vil ikke sende varen )......Jeg bliver tilbudt et dyrere tastaur med minimal rabat - hvilket jeg takker nej til...I kører simpelthen samme stil som POWER - varen har formentlig ALDRIG været på lager men i tilbyder så en dyrere vare og håber folk køber denne i stedet...!!UALMINDELIG DÅRLIG STIL - men jeg køber min vare andetsteds fremover - spild af min tid ( og jeres for den sags skyld ) og kørsel frem og tilbage...Glædelig jul..!!( 1 stjerne er kun for at lave anmeldelsen for i skal ingen have )",Elgiganten,"I yder da simpelthen den ringeste service der findes..!!!Efter at have talt med jer i telefon 3 gange og 1 gang med personalet på Trianglen, har jeg reserveret et Steel Series Apex M750 ifølge aftale med jeres personale. Selv om det ligger til afhentning/reservation i 48 timer i MIT navn og MIT telefonnummer, har i valgt at udlevere det til en anden kunde da vi dukker op for at hente det ( 80 km kørsel hver vej - for i vil ikke sende varen )......Jeg bliver tilbudt et dyrere tastaur med minimal rabat - hvilket jeg takker nej til...I kører simpelthen samme stil som  - varen har formentlig ALDRIG været på lager men i tilbyder så en dyrere vare og håber folk køber denne i stedet...!!UALMINDELIG DÅRLIG STIL - men jeg køber min vare andetsteds fremover - spild af min tid ( og jeres for den sags skyld ) og kørsel frem og tilbage...Glædelig jul..!!( 1 stjerne er kun for at lave anmeldelsen for i skal ingen have )",0.037465888009090294,F,2019-12-12,2019,12,3
Per Østergaard,37.0,15,2020-11-02,El-giganten trækker pludselig 69 kr,"El-giganten trækker pludselig 69 kr. fra din konto, da de har glemt at informere os kunder om, at den vare, du har købt tidligere, pludselig koster 69 kr. i fragt - til trods for - at der stod, at det var incl. fragt, når man købte for et vist beløb.Meget dårlig kundeservice.Og hvis fragten er gratis, kører man ikke fra Lynge til Gentofte for at hente sin vare.Per Østergaard",Elgiganten,"El-giganten trækker pludselig 69 kr. fra din konto, da de har glemt at informere os kunder om, at den vare, du har købt tidligere, pludselig koster 69 kr. i fragt - til trods for - at der stod, at det var incl. fragt, når man købte for et vist beløb.Meget dårlig kundeservice.Og hvis fragten er gratis, kører man ikke fra Lynge til Gentofte for at hente sin vare.Per Østergaard",-0.10370370370370378,M,2020-11-02,2020,11,0
Tine Hansen,2.0,15,2021-01-17,Jeg er ikke klar over om varen kommer,"Jeg er ikke klar over om varen kommer. Der står at det blot er en ikke juridisk bindende ordrebekræftelse og at jeg skal afvente egentlig ordrebekræftelse. Jeg har afventet i 2 uger nu og jeg ved derfor ikke om varen kommer. Har forsøgt at ringe til kundeservice, men umuligt at komme igennem. Det vil derfor være rart snart at få en egentlig ordrebekræftelse.",Elgiganten,"Jeg er ikke klar over om varen kommer. Der står at det blot er en ikke juridisk bindende ordrebekræftelse og at jeg skal afvente egentlig ordrebekræftelse. Jeg har afventet i 2 uger nu og jeg ved derfor ikke om varen kommer. Har forsøgt at ringe til kundeservice, men umuligt at komme igennem. Det vil derfor være rart snart at få en egentlig ordrebekræftelse.",-0.17676767676767613,F,2021-01-17,2021,1,6
Hans Hansen,3.0,35,2021-04-29,Tak for maskinen,"Tak for maskinen, vi havde lidt startvanskeligheder, men vi fik hjælp af vor datter. Vi undres over at vi fik garantibevis, og det ikke er stemplet med dato, under-skrift eller stempel-Vi har betalt kr. 7.542,-   i.flg. regningen  kr. 7.342,hvad skyldes det ?",Elgiganten,"Tak for maskinen, vi havde lidt startvanskeligheder, men vi fik hjælp af vor datter. Vi undres over at vi fik garantibevis, og det ikke er stemplet med dato, under-skrift eller stempel-Vi har betalt kr. 7.542,-   i.flg. regningen  kr. 7.342,hvad skyldes det ?",2.4223047810003414e-16,M,2021-04-29,2021,4,3
Razmik Jensen Arakelian,15.0,15,2021-01-08,Elendigt kundesrvice,Jeg har ventet i 45 minnutter i telefonen for at høre status på en vare jeg har bestilt men ingen svar.Jeg har også orøvet chat boksen men uden held.,Elgiganten,Jeg har ventet i 45 minnutter i telefonen for at høre status på en vare jeg har bestilt men ingen svar.Jeg har også orøvet chat boksen men uden held.,0.11111111111111012,Ukendt,2021-01-08,2021,1,4
Lars,2.0,25,2020-10-16,Ved bortkommende vare  oplever jeg…,Ved bortkommende vare  oplever jeg desværre en noget tung ekspeditionstid når det bare handler om at få fremsendt de vare som ikke kom frem pga en noget tvivlsom fragtfirma. Jeg har indtil nu ventet næste 14 dag på nogle vare der er på lager men måske bare ikke på lager i danmark!,Elgiganten,Ved bortkommende vare  oplever jeg desværre en noget tung ekspeditionstid når det bare handler om at få fremsendt de vare som ikke kom frem pga en noget tvivlsom fragtfirma. Jeg har indtil nu ventet næste 14 dag på nogle vare der er på lager men måske bare ikke på lager i danmark!,-0.33181182692307704,M,2020-10-16,2020,10,4
Vivi S�rensen,87.0,55,2020-02-06,God service og hurtig levering 👍,Dato for oplevelse: 06. februar 2020,Elgiganten,Dato for oplevelse: 06. februar 2020,0.666666666666667,F,2020-02-06,2020,2,3
Maja,23.0,15,2020-07-28,Uprofessionelt,"Man føler sig totalt afvist og uvelkommen, når man henvender sig til personalet. Jeg havde købt et køleskab, som havde en kæmpe stor bule på fronten. Jeg blev nærmest sendt ud af butikken igen, da jeg kom for at finde en løsning....",Elgiganten,"Man føler sig totalt afvist og uvelkommen, når man henvender sig til personalet. Jeg havde købt et køleskab, som havde en kæmpe stor bule på fronten. Jeg blev nærmest sendt ud af butikken igen, da jeg kom for at finde en løsning....",0.6999999999999997,F,2020-07-28,2020,7,1
Evan Sørensen,1.0,15,2021-02-04,Meget dårlig,Meget dårligKøbte ur Mp120051528-BUret er stadig ikke leveretEvan SørensnRisgårdsparken 149240Nibe,Elgiganten,Meget dårligKøbte ur Mp120051528-BUret er stadig ikke leveretEvan SørensnRisgårdsparken 149240Nibe,-0.666666666666667,Ukendt,2021-02-04,2021,2,3
Svend Olesen Olesen,2.0,55,2019-09-19,Fin handling af min ordre hurtig og…,Fin handling af min ordre hurtig og præcist kan kun være tilfreds,Elgiganten,Fin handling af min ordre hurtig og præcist kan kun være tilfreds,0.8888888888888881,M,2019-09-19,2019,9,3
Simon,1.0,15,2020-10-15,Fifa var forsinket,"Bestilte Fifa 21 den 3/10, og selvom Elgiganten skrev at alle spil bestilt før den 6/10 var afsendt for levering mellem 7-21 på release day, så fik jeg ikke mit spil før dagen efter klokken 16. Jeg havde planer som var relateret til Fifa Fredag aften, og det endte med at jeg måtte aflyse. Virkeligt irriterende, og første gang I de 7 år jeg har bestilt Fifa online at jeg ikke har det før 12 på release day.Ordrenummer: 2020136981",Elgiganten,"Bestilte Fifa 21 den 3/10, og selvom  skrev at alle spil bestilt før den 6/10 var afsendt for levering mellem 7-21 på release day, så fik jeg ikke mit spil før dagen efter klokken 16. Jeg havde planer som var relateret til Fifa Fredag aften, og det endte med at jeg måtte aflyse. Virkeligt irriterende, og første gang I de 7 år jeg har bestilt Fifa online at jeg ikke har det før 12 på release day.Ordrenummer: 2020136981",0.09660493827160477,M,2020-10-15,2020,10,3
stine schjødt,10.0,45,2020-11-25,Købet var irriterende,"Købet var irriterende, først havde jeg lagt en maskine i kurven incl installation etc - og var nødt til at stoppe og begynde forfra en time senere, hvor prisen så var ca 1500 kr højere.Det blev jeg så irriteret over at jeg købte en anden maskine.Den kom som aftalt, fin service hurtig installation og fungerer upåklageligt",Elgiganten,"Købet var irriterende, først havde jeg lagt en maskine i kurven incl installation etc - og var nødt til at stoppe og begynde forfra en time senere, hvor prisen så var ca 1500 kr højere.Det blev jeg så irriteret over at jeg købte en anden maskine.Den kom som aftalt, fin service hurtig installation og fungerer upåklageligt",0.17013888888888842,F,2020-11-25,2020,11,2
Mogens,30.0,55,2020-06-14,Fremragende service👌🏽,Alt fungerede upåklageligt. Kan virkelig anbefales. 👌🏽👌🏽👌🏽👌🏽👌🏽,Elgiganten,Alt fungerede upåklageligt. Kan virkelig anbefales. 👌🏽👌🏽👌🏽👌🏽👌🏽,1.4222222222222234,M,2020-06-14,2020,6,6
Jan Knudsen,4.0,25,2021-02-11,Manglende styring,"Bestilt tv til levering tirsdag, blev så udskudt til torsdag , og endnu en gang til lørdag. Kunne godt være lidt mere styr på sagerne.",Elgiganten,"Bestilt tv til levering tirsdag, blev så udskudt til torsdag , og endnu en gang til lørdag. Kunne godt være lidt mere styr på sagerne.",0.4925925925925927,M,2021-02-11,2021,2,3
Anna Sofie Hvid Christensen,3.0,15,2019-10-27,Kaffemaskine fra Elgiganten Nykøbing Falster!,"Jeg vil give jer minus 1.000.000 stjerner! Har i dag d. 27 oktober 2019 købt en kaffemaskine i Elgiganten Nykøbing Falster! Vi havde fået sat maskinen til siden da vi kommer fra Næstved og ikke gad køre de 100 km forgæves! Da vi kom frem til Nykøbing for at hente maskinen var den rigtig nok sat frem, men der var nogle skader på kassen. Jeg kommenterede skaderne for den arrogante sælger, som bare sagde “ja, men det er jo kun skader ved håndtagene, som ikke har nogen betydning for maskinen”. Vi kommenterede ikke mere og gik glade til kassen for at betale. Da vi ramte Næstved igen og glade skulle bruge vores nye kaffemaskine opdager vi at der er kaffeplettet på ydersiden at maskinen og kaffegrums indeni maskinen, hvilke vil sige at maskinen har været brugt, selvom at den er solgt som fabriksny, som sælgeren udemærket har været klar over. Min kæreste er nu købt de 50 km tilbage til Nykøbing Falster med maskinen for at aflevere den retur og få at få dispensation for den ekstra tur til Nykøbing Falster! Jeg vil aldrig bruge eller anbefale Elgiganten igen og vil aldrig sætte mine ben i butikken igen. Derudover kan man ikke kontakte butikken direkte elektronisk, uden at man skal igennem kundeservice som selvfølgelig har lukket om søndagen! Det er virkelig en ommer Elgiganten!Efterfølgende bemærkning: Nu kom min kæreste endelig hjem med maskinen efter en snak og en aftale med Elgiganten i Nykøbing Falster. Da han kommer hjem og sætter maskinen i stik, siger den en meget forkert lyd og vil ikke køre vand igennem maskinen så den kan ikke lave kaffe. Derfor er vores maskine både brugt før brug og i stykker. Jeg kører nu i morgen d. 28 oktober 2019 igen til Nykøbing og kræver en ny maskine uden merbetaling!",Elgiganten,"Jeg vil give jer minus 1.000.000 stjerner! Har i dag d. 27 oktober 2019 købt en kaffemaskine i  Nykøbing Falster! Vi havde fået sat maskinen til siden da vi kommer fra Næstved og ikke gad køre de 100 km forgæves! Da vi kom frem til Nykøbing for at hente maskinen var den rigtig nok sat frem, men der var nogle skader på kassen. Jeg kommenterede skaderne for den arrogante sælger, som bare sagde “ja, men det er jo kun skader ved håndtagene, som ikke har nogen betydning for maskinen”. Vi kommenterede ikke mere og gik glade til kassen for at betale. Da vi ramte Næstved igen og glade skulle bruge vores nye kaffemaskine opdager vi at der er kaffeplettet på ydersiden at maskinen og kaffegrums indeni maskinen, hvilke vil sige at maskinen har været brugt, selvom at den er solgt som fabriksny, som sælgeren udemærket har været klar over. Min kæreste er nu købt de 50 km tilbage til Nykøbing Falster med maskinen for at aflevere den retur og få at få dispensation for den ekstra tur til Nykøbing Falster! Jeg vil aldrig bruge eller anbefale  igen og vil aldrig sætte mine ben i butikken igen. Derudover kan man ikke kontakte butikken direkte elektronisk, uden at man skal igennem kundeservice som selvfølgelig har lukket om søndagen! Det er virkelig en ommer !Efterfølgende bemærkning: Nu kom min kæreste endelig hjem med maskinen efter en snak og en aftale med  i Nykøbing Falster. Da han kommer hjem og sætter maskinen i stik, siger den en meget forkert lyd og vil ikke køre vand igennem maskinen så den kan ikke lave kaffe. Derfor er vores maskine både brugt før brug og i stykker. Jeg kører nu i morgen d. 28 oktober 2019 igen til Nykøbing og kræver en ny maskine uden merbetaling!",0.2128343872816886,F,2019-10-27,2019,10,6
Allan Djbixen Hansen,39.0,55,2021-08-11,God service og hurtig levering og varen…,God service og hurtig levering og varen virker perfekt,Elgiganten,God service og hurtig levering og varen virker perfekt,1.8222222222222222,M,2021-08-11,2021,8,2
Martin,37.0,55,2019-11-30,I er Danmarks elektronikgigant med stil!,Skøn butik!! 100.000% bedre butik end power!!,Elgiganten,Skøn butik!! 100.000% bedre butik end !!,5.4476262449999995,M,2019-11-30,2019,11,5
Kirsten,3.0,55,2020-10-19,Fik det jeg bestilte.,Dato for oplevelse: 19. oktober 2020,Elgiganten,Dato for oplevelse: 19. oktober 2020,0.5,F,2020-10-19,2020,10,0
Lars Lyngsø Biller,4.0,55,2021-05-16,Alt gik efter planen,Alt gik efter planen. Bestilling og levering. Stor ros. 👍,Elgiganten,Alt gik efter planen. Bestilling og levering. Stor ros. 👍,1.3472222222222212,M,2021-05-16,2021,5,6
Jens Barslev,3.0,15,2021-01-28,Levring som ikke er i orden,Mår man bestiller en vare hos jer med levering på adressen forventer man at det bliver overholdt!!!!Ikke desto mindre får jeg en sms om at min vare er til afhentning i en kiosk 6 kilometer fra hvor jeg bor!!!Det er ikke i orden!Så nej... jeg er ikke tilfreds,Elgiganten,Mår man bestiller en vare hos jer med levering på adressen forventer man at det bliver overholdt!!!!Ikke desto mindre får jeg en sms om at min vare er til afhentning i en kiosk 6 kilometer fra hvor jeg bor!!!Det er ikke i orden!Så nej... jeg er ikke tilfreds,0.3158044199999998,M,2021-01-28,2021,1,3
Benni Hofmann Han,44.0,55,2021-02-10,Alt var fint.,Dato for oplevelse: 10. februar 2021,Elgiganten,Dato for oplevelse: 10. februar 2021,0.666666666666667,M,2021-02-10,2021,2,2
